obsUnitId,collectionDate,NDVI,SPAD,plot_maxheight_cm,plot_maxwidth_cm
TTADDA_NARO_2023_F1P25,2023-08-19,0.375,,25.0,10.0
TTADDA_NARO_2023_F1P25,2023-08-22,,0.0,,
TTADDA_NARO_2023_F1P25,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P25,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P25,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P25,2023-09-11,,,,
TTADDA_NARO_2023_F1P26,2023-06-06,,,3.0,15.5
TTADDA_NARO_2023_F1P26,2023-06-07,0.22,,,
TTADDA_NARO_2023_F1P26,2023-06-11,,,5.75,29.5
TTADDA_NARO_2023_F1P26,2023-06-12,0.47,57.175,,
TTADDA_NARO_2023_F1P26,2023-06-17,,,18.75,42.75
TTADDA_NARO_2023_F1P26,2023-06-19,0.465,,,
TTADDA_NARO_2023_F1P26,2023-06-20,,49.6,,
TTADDA_NARO_2023_F1P26,2023-06-24,,,34.0,51.25
TTADDA_NARO_2023_F1P26,2023-06-26,0.5,,,
TTADDA_NARO_2023_F1P26,2023-06-27,,53.8,,
TTADDA_NARO_2023_F1P26,2023-07-02,,,30.75,56.25
TTADDA_NARO_2023_F1P26,2023-07-04,0.845,47.3,,
TTADDA_NARO_2023_F1P26,2023-07-08,,,30.0,58.75
TTADDA_NARO_2023_F1P26,2023-07-09,0.64,,,
TTADDA_NARO_2023_F1P26,2023-07-11,,45.375,,
TTADDA_NARO_2023_F1P26,2023-07-16,,,34.5,62.5
TTADDA_NARO_2023_F1P26,2023-07-18,,41.875,,
TTADDA_NARO_2023_F1P26,2023-07-19,0.8,,,
TTADDA_NARO_2023_F1P26,2023-07-22,,,37.5,60.0
TTADDA_NARO_2023_F1P26,2023-07-24,0.78,37.55,,
TTADDA_NARO_2023_F1P26,2023-07-29,,,37.5,60.0
TTADDA_NARO_2023_F1P26,2023-08-01,0.685,32.1,,
TTADDA_NARO_2023_F1P26,2023-08-05,,,32.5,65.0
TTADDA_NARO_2023_F1P26,2023-08-06,0.585,,,
TTADDA_NARO_2023_F1P26,2023-08-09,,21.1,,
TTADDA_NARO_2023_F1P26,2023-08-12,0.535,,30.0,40.0
TTADDA_NARO_2023_F1P26,2023-08-15,,18.175,,
TTADDA_NARO_2023_F1P26,2023-08-19,0.235,,0.0,0.0
TTADDA_NARO_2023_F1P26,2023-08-22,,0.0,,
TTADDA_NARO_2023_F1P26,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P26,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P26,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P26,2023-09-11,,,,
TTADDA_NARO_2023_F1P27,2023-06-06,,,4.5,18.25
TTADDA_NARO_2023_F1P27,2023-06-07,0.195,,,
TTADDA_NARO_2023_F1P27,2023-06-11,,,8.75,32.5
TTADDA_NARO_2023_F1P27,2023-06-12,0.39,55.3,,
TTADDA_NARO_2023_F1P27,2023-06-17,,,20.25,45.5
TTADDA_NARO_2023_F1P27,2023-06-19,0.485,,,
TTADDA_NARO_2023_F1P27,2023-06-20,,53.7,,
TTADDA_NARO_2023_F1P27,2023-06-24,,,32.25,53.75
TTADDA_NARO_2023_F1P27,2023-06-26,0.63,,,
TTADDA_NARO_2023_F1P27,2023-06-27,,55.925,,
TTADDA_NARO_2023_F1P27,2023-07-02,,,39.5,65.0
TTADDA_NARO_2023_F1P27,2023-07-04,0.825,46.125,,
TTADDA_NARO_2023_F1P27,2023-07-08,,,54.5,70.0
TTADDA_NARO_2023_F1P27,2023-07-09,0.79,,,
TTADDA_NARO_2023_F1P27,2023-07-11,,41.15,,
TTADDA_NARO_2023_F1P27,2023-07-16,,,53.5,72.5
TTADDA_NARO_2023_F1P27,2023-07-18,,40.4,,
TTADDA_NARO_2023_F1P27,2023-07-19,0.86,,,
TTADDA_NARO_2023_F1P27,2023-07-22,,,55.0,77.5
TTADDA_NARO_2023_F1P27,2023-07-24,0.87,37.275,,
TTADDA_NARO_2023_F1P27,2023-07-29,,,50.0,75.0
TTADDA_NARO_2023_F1P27,2023-08-01,0.73,31.325,,
TTADDA_NARO_2023_F1P27,2023-08-05,,,52.5,75.0
TTADDA_NARO_2023_F1P27,2023-08-06,0.685,,,
TTADDA_NARO_2023_F1P27,2023-08-09,,26.475,,
TTADDA_NARO_2023_F1P27,2023-08-12,0.64,,47.5,55.0
TTADDA_NARO_2023_F1P27,2023-08-15,,22.025,,
TTADDA_NARO_2023_F1P27,2023-08-19,0.45,,45.0,40.0
TTADDA_NARO_2023_F1P27,2023-08-22,,22.425,,
TTADDA_NARO_2023_F1P27,2023-08-27,0.2,,0.0,0.0
TTADDA_NARO_2023_F1P27,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P27,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P27,2023-09-11,,,,
TTADDA_NARO_2023_F1P28,2023-06-06,,,2.75,15.5
TTADDA_NARO_2023_F1P28,2023-06-07,0.235,,,
TTADDA_NARO_2023_F1P28,2023-06-11,,,6.75,31.0
TTADDA_NARO_2023_F1P28,2023-06-12,0.365,56.15,,
TTADDA_NARO_2023_F1P28,2023-06-17,,,18.5,38.0
TTADDA_NARO_2023_F1P28,2023-06-19,0.535,,,
TTADDA_NARO_2023_F1P28,2023-06-20,,53.8,,
TTADDA_NARO_2023_F1P28,2023-06-24,,,30.75,56.25
TTADDA_NARO_2023_F1P28,2023-06-26,0.425,,,
TTADDA_NARO_2023_F1P28,2023-06-27,,56.05,,
TTADDA_NARO_2023_F1P28,2023-07-02,,,37.25,52.5
TTADDA_NARO_2023_F1P28,2023-07-04,0.745,46.375,,
TTADDA_NARO_2023_F1P28,2023-07-08,,,38.5,58.75
TTADDA_NARO_2023_F1P28,2023-07-09,0.72,,,
TTADDA_NARO_2023_F1P28,2023-07-11,,45.2,,
TTADDA_NARO_2023_F1P28,2023-07-16,,,39.75,60.0
TTADDA_NARO_2023_F1P28,2023-07-18,,41.925,,
TTADDA_NARO_2023_F1P28,2023-07-19,0.815,,,
TTADDA_NARO_2023_F1P28,2023-07-22,,,45.0,62.5
TTADDA_NARO_2023_F1P28,2023-07-24,0.79,34.05,,
TTADDA_NARO_2023_F1P28,2023-07-29,,,50.0,52.5
TTADDA_NARO_2023_F1P28,2023-08-01,0.645,24.1,,
TTADDA_NARO_2023_F1P28,2023-08-05,,,45.0,52.5
TTADDA_NARO_2023_F1P28,2023-08-06,0.575,,,
TTADDA_NARO_2023_F1P28,2023-08-09,,20.875,,
TTADDA_NARO_2023_F1P28,2023-08-12,0.57,,40.0,45.0
TTADDA_NARO_2023_F1P28,2023-08-15,,17.675,,
TTADDA_NARO_2023_F1P28,2023-08-19,0.31,,36.5,10.0
TTADDA_NARO_2023_F1P28,2023-08-22,,3.935,,
TTADDA_NARO_2023_F1P28,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P28,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P28,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P28,2023-09-11,,,,
TTADDA_NARO_2023_F1P29,2023-06-06,,,2.5,10.0
TTADDA_NARO_2023_F1P29,2023-06-07,0.205,,,
TTADDA_NARO_2023_F1P29,2023-06-11,,,5.5,27.75
TTADDA_NARO_2023_F1P29,2023-06-12,0.34,50.025,,
TTADDA_NARO_2023_F1P29,2023-06-17,,,15.0,38.0
TTADDA_NARO_2023_F1P29,2023-06-19,0.435,,,
TTADDA_NARO_2023_F1P29,2023-06-20,,49.975,,
TTADDA_NARO_2023_F1P29,2023-06-24,,,22.75,47.5
TTADDA_NARO_2023_F1P29,2023-06-26,0.42,,,
TTADDA_NARO_2023_F1P29,2023-06-27,,56.85,,
TTADDA_NARO_2023_F1P29,2023-07-02,,,40.0,61.25
TTADDA_NARO_2023_F1P29,2023-07-04,0.775,45.4,,
TTADDA_NARO_2023_F1P29,2023-07-08,,,52.5,68.75
TTADDA_NARO_2023_F1P29,2023-07-09,0.77,,,
TTADDA_NARO_2023_F1P29,2023-07-11,,44.5,,
TTADDA_NARO_2023_F1P29,2023-07-16,,,60.0,65.0
TTADDA_NARO_2023_F1P29,2023-07-18,,39.025,,
TTADDA_NARO_2023_F1P29,2023-07-19,0.795,,,
TTADDA_NARO_2023_F1P29,2023-07-22,,,60.0,65.0
TTADDA_NARO_2023_F1P29,2023-07-24,0.78,33.85,,
TTADDA_NARO_2023_F1P29,2023-07-29,,,65.0,67.5
TTADDA_NARO_2023_F1P29,2023-08-01,0.675,21.75,,
TTADDA_NARO_2023_F1P29,2023-08-05,,,62.5,65.0
TTADDA_NARO_2023_F1P29,2023-08-06,0.6,,,
TTADDA_NARO_2023_F1P29,2023-08-09,,16.05,,
TTADDA_NARO_2023_F1P29,2023-08-12,0.555,,57.5,62.5
TTADDA_NARO_2023_F1P29,2023-08-15,,8.525,,
TTADDA_NARO_2023_F1P29,2023-08-19,0.31,,20.0,2.5
TTADDA_NARO_2023_F1P29,2023-08-22,,5.45,,
TTADDA_NARO_2023_F1P29,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P29,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P29,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P29,2023-09-11,,,,
TTADDA_NARO_2023_F1P30,2023-06-06,,,2.66666666666667,12.3333333333333
TTADDA_NARO_2023_F1P30,2023-06-07,0.2,,,
TTADDA_NARO_2023_F1P30,2023-06-11,,,6.25,25.75
TTADDA_NARO_2023_F1P30,2023-06-12,0.225,54.425,,
TTADDA_NARO_2023_F1P30,2023-06-17,,,16.5,33.0
TTADDA_NARO_2023_F1P30,2023-06-19,0.435,,,
TTADDA_NARO_2023_F1P30,2023-06-20,,48.425,,
TTADDA_NARO_2023_F1P30,2023-06-24,,,25.0,42.0
TTADDA_NARO_2023_F1P30,2023-06-26,0.45,,,
TTADDA_NARO_2023_F1P30,2023-06-27,,52.675,,
TTADDA_NARO_2023_F1P30,2023-07-02,,,37.5,52.5
TTADDA_NARO_2023_F1P30,2023-07-04,0.755,40.45,,
TTADDA_NARO_2023_F1P30,2023-07-08,,,44.0,50.0
TTADDA_NARO_2023_F1P30,2023-07-09,0.755,,,
TTADDA_NARO_2023_F1P30,2023-07-11,,41.45,,
TTADDA_NARO_2023_F1P30,2023-07-16,,,46.25,58.75
TTADDA_NARO_2023_F1P30,2023-07-18,,37.875,,
TTADDA_NARO_2023_F1P30,2023-07-19,0.825,,,
TTADDA_NARO_2023_F1P30,2023-07-22,,,47.5,60.0
TTADDA_NARO_2023_F1P30,2023-07-24,0.81,37.525,,
TTADDA_NARO_2023_F1P30,2023-07-29,,,47.5,60.0
TTADDA_NARO_2023_F1P30,2023-08-01,0.64,31.85,,
TTADDA_NARO_2023_F1P30,2023-08-05,,,48.0,52.5
TTADDA_NARO_2023_F1P30,2023-08-06,0.575,,,
TTADDA_NARO_2023_F1P30,2023-08-09,,29.9,,
TTADDA_NARO_2023_F1P30,2023-08-12,0.58,,49.0,47.5
TTADDA_NARO_2023_F1P30,2023-08-15,,22.175,,
TTADDA_NARO_2023_F1P30,2023-08-19,0.445,,31.5,50.0
TTADDA_NARO_2023_F1P30,2023-08-22,,23.4,,
TTADDA_NARO_2023_F1P30,2023-08-27,0.245,,45.0,22.5
TTADDA_NARO_2023_F1P30,2023-08-29,,17.775,,
TTADDA_NARO_2023_F1P30,2023-09-04,0.2,5.7,0.0,0.0
TTADDA_NARO_2023_F1P30,2023-09-11,,4.25,,
TTADDA_NARO_2023_F1P31,2023-06-06,,,3.75,18.5
TTADDA_NARO_2023_F1P31,2023-06-07,0.22,,,
TTADDA_NARO_2023_F1P31,2023-06-11,,,7.25,31.5
TTADDA_NARO_2023_F1P31,2023-06-12,0.435,53.125,,
TTADDA_NARO_2023_F1P31,2023-06-17,,,14.5,38.75
TTADDA_NARO_2023_F1P31,2023-06-19,0.505,,,
TTADDA_NARO_2023_F1P31,2023-06-20,,47.25,,
TTADDA_NARO_2023_F1P31,2023-06-24,,,27.0,57.75
TTADDA_NARO_2023_F1P31,2023-06-26,0.555,,,
TTADDA_NARO_2023_F1P31,2023-06-27,,53.175,,
TTADDA_NARO_2023_F1P31,2023-07-02,,,41.5,63.75
TTADDA_NARO_2023_F1P31,2023-07-04,0.785,44.025,,
TTADDA_NARO_2023_F1P31,2023-07-08,,,57.25,62.5
TTADDA_NARO_2023_F1P31,2023-07-09,0.76,,,
TTADDA_NARO_2023_F1P31,2023-07-11,,41.2,,
TTADDA_NARO_2023_F1P31,2023-07-16,,,68.5,60.0
TTADDA_NARO_2023_F1P31,2023-07-18,,37.975,,
TTADDA_NARO_2023_F1P31,2023-07-19,0.815,,,
TTADDA_NARO_2023_F1P31,2023-07-22,,,70.0,60.0
TTADDA_NARO_2023_F1P31,2023-07-24,0.825,33.55,,
TTADDA_NARO_2023_F1P31,2023-07-29,,,77.5,60.0
TTADDA_NARO_2023_F1P31,2023-08-01,0.8,27.125,,
TTADDA_NARO_2023_F1P31,2023-08-05,,,72.5,62.5
TTADDA_NARO_2023_F1P31,2023-08-06,0.775,,,
TTADDA_NARO_2023_F1P31,2023-08-09,,18.9,,
TTADDA_NARO_2023_F1P31,2023-08-12,0.705,,65.0,62.5
TTADDA_NARO_2023_F1P31,2023-08-15,,18.15,,
TTADDA_NARO_2023_F1P31,2023-08-19,0.54,,65.0,55.0
TTADDA_NARO_2023_F1P31,2023-08-22,,17.325,,
TTADDA_NARO_2023_F1P31,2023-08-27,0.2,,0.0,0.0
TTADDA_NARO_2023_F1P31,2023-08-29,,9.6,,
TTADDA_NARO_2023_F1P31,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P31,2023-09-11,,,,
TTADDA_NARO_2023_F1P32,2023-06-06,,,3.0,16.25
TTADDA_NARO_2023_F1P32,2023-06-07,0.245,,,
TTADDA_NARO_2023_F1P32,2023-06-11,,,5.0,31.25
TTADDA_NARO_2023_F1P32,2023-06-12,0.465,51.525,,
TTADDA_NARO_2023_F1P32,2023-06-17,,,13.75,40.0
TTADDA_NARO_2023_F1P32,2023-06-19,0.49,,,
TTADDA_NARO_2023_F1P32,2023-06-20,,52.3,,
TTADDA_NARO_2023_F1P32,2023-06-24,,,24.5,53.75
TTADDA_NARO_2023_F1P32,2023-06-26,0.475,,,
TTADDA_NARO_2023_F1P32,2023-06-27,,57.2,,
TTADDA_NARO_2023_F1P32,2023-07-02,,,39.0,60.0
TTADDA_NARO_2023_F1P32,2023-07-04,0.735,44.95,,
TTADDA_NARO_2023_F1P32,2023-07-08,,,48.25,62.5
TTADDA_NARO_2023_F1P32,2023-07-09,0.75,,,
TTADDA_NARO_2023_F1P32,2023-07-11,,44.475,,
TTADDA_NARO_2023_F1P32,2023-07-16,,,50.0,60.0
TTADDA_NARO_2023_F1P32,2023-07-18,,44.05,,
TTADDA_NARO_2023_F1P32,2023-07-19,0.9,,,
TTADDA_NARO_2023_F1P32,2023-07-22,,,52.5,60.0
TTADDA_NARO_2023_F1P32,2023-07-24,0.855,41.2,,
TTADDA_NARO_2023_F1P32,2023-07-29,,,62.5,60.0
TTADDA_NARO_2023_F1P32,2023-08-01,0.835,37.05,,
TTADDA_NARO_2023_F1P32,2023-08-05,,,60.0,60.0
TTADDA_NARO_2023_F1P32,2023-08-06,0.78,,,
TTADDA_NARO_2023_F1P32,2023-08-09,,33.325,,
TTADDA_NARO_2023_F1P32,2023-08-12,0.805,,57.5,55.0
TTADDA_NARO_2023_F1P32,2023-08-15,,28.3,,
TTADDA_NARO_2023_F1P32,2023-08-19,0.535,,60.0,42.5
TTADDA_NARO_2023_F1P32,2023-08-22,,24.525,,
TTADDA_NARO_2023_F1P32,2023-08-27,0.2,,15.0,2.5
TTADDA_NARO_2023_F1P32,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P32,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P32,2023-09-11,,,,
TTADDA_NARO_2023_F1P33,2023-06-06,,,2.75,17.0
TTADDA_NARO_2023_F1P33,2023-06-07,0.205,,,
TTADDA_NARO_2023_F1P33,2023-06-11,,,7.75,35.5
TTADDA_NARO_2023_F1P33,2023-06-12,0.28,56.2,,
TTADDA_NARO_2023_F1P33,2023-06-17,,,21.25,46.75
TTADDA_NARO_2023_F1P33,2023-06-19,0.41,,,
TTADDA_NARO_2023_F1P33,2023-06-20,,51.925,,
TTADDA_NARO_2023_F1P33,2023-06-24,,,31.0,48.75
TTADDA_NARO_2023_F1P33,2023-06-26,0.525,,,
TTADDA_NARO_2023_F1P33,2023-06-27,,58.6,,
TTADDA_NARO_2023_F1P33,2023-07-02,,,42.0,58.75
TTADDA_NARO_2023_F1P33,2023-07-04,0.825,47.85,,
TTADDA_NARO_2023_F1P33,2023-07-08,,,51.0,61.25
TTADDA_NARO_2023_F1P33,2023-07-09,0.805,,,
TTADDA_NARO_2023_F1P33,2023-07-11,,43.0,,
TTADDA_NARO_2023_F1P33,2023-07-16,,,54.75,63.75
TTADDA_NARO_2023_F1P33,2023-07-18,,39.2,,
TTADDA_NARO_2023_F1P33,2023-07-19,0.82,,,
TTADDA_NARO_2023_F1P33,2023-07-22,,,60.0,62.5
TTADDA_NARO_2023_F1P33,2023-07-24,0.77,27.025,,
TTADDA_NARO_2023_F1P33,2023-07-29,,,62.5,62.5
TTADDA_NARO_2023_F1P33,2023-08-01,0.705,27.35,,
TTADDA_NARO_2023_F1P33,2023-08-05,,,57.5,62.5
TTADDA_NARO_2023_F1P33,2023-08-06,0.65,,,
TTADDA_NARO_2023_F1P33,2023-08-09,,18.4025,,
TTADDA_NARO_2023_F1P33,2023-08-12,0.51,,52.5,62.5
TTADDA_NARO_2023_F1P33,2023-08-15,,8.575,,
TTADDA_NARO_2023_F1P33,2023-08-19,0.34,,42.5,15.0
TTADDA_NARO_2023_F1P33,2023-08-22,,0.0,,
TTADDA_NARO_2023_F1P33,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P33,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P33,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P33,2023-09-11,,,,
TTADDA_NARO_2023_F1P34,2023-06-06,,,2.75,11.5
TTADDA_NARO_2023_F1P34,2023-06-07,0.19,,,
TTADDA_NARO_2023_F1P34,2023-06-11,,,5.75,27.5
TTADDA_NARO_2023_F1P34,2023-06-12,0.255,53.675,,
TTADDA_NARO_2023_F1P34,2023-06-17,,,15.25,39.0
TTADDA_NARO_2023_F1P34,2023-06-19,0.45,,,
TTADDA_NARO_2023_F1P34,2023-06-20,,57.25,,
TTADDA_NARO_2023_F1P34,2023-06-24,,,25.0,50.0
TTADDA_NARO_2023_F1P34,2023-06-26,0.515,,,
TTADDA_NARO_2023_F1P34,2023-06-27,,59.05,,
TTADDA_NARO_2023_F1P34,2023-07-02,,,38.75,67.0
TTADDA_NARO_2023_F1P34,2023-07-04,0.85,45.3,,
TTADDA_NARO_2023_F1P34,2023-07-08,,,48.0,68.75
TTADDA_NARO_2023_F1P34,2023-07-09,0.875,,,
TTADDA_NARO_2023_F1P34,2023-07-11,,44.325,,
TTADDA_NARO_2023_F1P34,2023-07-16,,,49.5,73.75
TTADDA_NARO_2023_F1P34,2023-07-18,,41.825,,
TTADDA_NARO_2023_F1P34,2023-07-19,0.905,,,
TTADDA_NARO_2023_F1P34,2023-07-22,,,52.5,70.0
TTADDA_NARO_2023_F1P34,2023-07-24,0.86,36.85,,
TTADDA_NARO_2023_F1P34,2023-07-29,,,55.0,72.5
TTADDA_NARO_2023_F1P34,2023-08-01,0.795,27.5,,
TTADDA_NARO_2023_F1P34,2023-08-05,,,50.0,72.5
TTADDA_NARO_2023_F1P34,2023-08-06,0.76,,,
TTADDA_NARO_2023_F1P34,2023-08-09,,25.2,,
TTADDA_NARO_2023_F1P34,2023-08-12,0.645,,51.5,62.5
TTADDA_NARO_2023_F1P34,2023-08-15,,21.15,,
TTADDA_NARO_2023_F1P34,2023-08-19,0.39,,45.0,17.5
TTADDA_NARO_2023_F1P34,2023-08-22,,12.75,,
TTADDA_NARO_2023_F1P34,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P34,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P34,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P34,2023-09-11,,,,
TTADDA_NARO_2023_F1P35,2023-06-06,,,4.66666666666667,19.0
TTADDA_NARO_2023_F1P35,2023-06-07,0.275,,,
TTADDA_NARO_2023_F1P35,2023-06-11,,,8.25,35.75
TTADDA_NARO_2023_F1P35,2023-06-12,0.355,54.025,,
TTADDA_NARO_2023_F1P35,2023-06-17,,,22.0,47.5
TTADDA_NARO_2023_F1P35,2023-06-19,0.615,,,
TTADDA_NARO_2023_F1P35,2023-06-20,,52.675,,
TTADDA_NARO_2023_F1P35,2023-06-24,,,32.75,56.25
TTADDA_NARO_2023_F1P35,2023-06-26,0.51,,,
TTADDA_NARO_2023_F1P35,2023-06-27,,58.125,,
TTADDA_NARO_2023_F1P35,2023-07-02,,,38.5,66.25
TTADDA_NARO_2023_F1P35,2023-07-04,0.825,47.2,,
TTADDA_NARO_2023_F1P35,2023-07-08,,,40.0,68.75
TTADDA_NARO_2023_F1P35,2023-07-09,0.87,,,
TTADDA_NARO_2023_F1P35,2023-07-11,,42.8,,
TTADDA_NARO_2023_F1P35,2023-07-16,,,42.75,73.75
TTADDA_NARO_2023_F1P35,2023-07-18,,41.0,,
TTADDA_NARO_2023_F1P35,2023-07-19,0.875,,,
TTADDA_NARO_2023_F1P35,2023-07-22,,,47.5,67.5
TTADDA_NARO_2023_F1P35,2023-07-24,0.85,34.0,,
TTADDA_NARO_2023_F1P35,2023-07-29,,,47.5,57.5
TTADDA_NARO_2023_F1P35,2023-08-01,0.745,27.75,,
TTADDA_NARO_2023_F1P35,2023-08-05,,,45.0,60.0
TTADDA_NARO_2023_F1P35,2023-08-06,0.71,,,
TTADDA_NARO_2023_F1P35,2023-08-09,,23.375,,
TTADDA_NARO_2023_F1P35,2023-08-12,0.665,,47.5,57.5
TTADDA_NARO_2023_F1P35,2023-08-15,,18.6,,
TTADDA_NARO_2023_F1P35,2023-08-19,0.475,,37.5,20.0
TTADDA_NARO_2023_F1P35,2023-08-22,,9.45,,
TTADDA_NARO_2023_F1P35,2023-08-27,,,0.0,0.0
TTADDA_NARO_2023_F1P35,2023-08-29,,0.0,,
TTADDA_NARO_2023_F1P35,2023-09-04,,,0.0,0.0
TTADDA_NARO_2023_F1P35,2023-09-11,,,,
